region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
United Kingdom,167904 (116485 -- 276610),167904,179503,56019,116485,145395,159008,179063,200887,276610,New confirmed cases by infection date,Likely increasing,0.29
Romania,82903 (58815 -- 117240),82903,84897,18278,58815,72214,78725,87285,95601,117240,New confirmed cases by infection date,Stable,0.46
Germany,41812 (18568 -- 105143),41812,49515,37170,18568,29716,36942,47060,59023,105143,New confirmed cases by infection date,Stable,0.49
France,15532 (6006 -- 40468),15532,18827,15449,6006,10679,13560,17787,22381,40468,New confirmed cases by infection date,Likely decreasing,0.85
Poland,14499 (10477 -- 20461),14499,14889,3048,10477,12815,13824,15297,16605,20461,New confirmed cases by infection date,Increasing,0.005
Lithuania,14420 (8770 -- 23810),14420,15104,4664,8770,11854,13360,15541,17613,23810,New confirmed cases by infection date,Likely increasing,0.2
Italy,13083 (9853 -- 17831),13083,13352,2439,9853,11653,12534,13649,14737,17831,New confirmed cases by infection date,Decreasing,0.96
Latvia,12114 (8436 -- 18282),12114,12575,3085,8436,10447,11454,12812,14029,18282,New confirmed cases by infection date,Increasing,0.0097
Netherlands,12110 (6216 -- 35216),12110,15355,10261,6216,8812,10785,14036,18414,35216,New confirmed cases by infection date,Likely increasing,0.26
Bulgaria,11831 (6543 -- 20522),11831,12526,4640,6543,9289,10808,12907,14956,20522,New confirmed cases by infection date,Stable,0.41
Slovakia,11353 (5254 -- 25177),11353,12739,6880,5254,8576,10131,12620,15106,25177,New confirmed cases by infection date,Likely increasing,0.12
Greece,10733 (7842 -- 15319),10733,11055,2476,7842,9358,10177,11320,12315,15319,New confirmed cases by infection date,Stable,0.44
Austria,8720 (5857 -- 13238),8720,9024,2356,5857,7416,8209,9238,10258,13238,New confirmed cases by infection date,Stable,0.48
Belgium,7879 (3135 -- 23425),7879,10087,8898,3135,5532,6829,8994,11438,23425,New confirmed cases by infection date,Stable,0.59
Croatia,7524 (5348 -- 11707),7524,7878,2026,5348,6527,7061,7956,8850,11707,New confirmed cases by infection date,Likely increasing,0.22
Spain,7350 (5378 -- 10331),7350,7536,1535,5378,6467,6991,7736,8427,10331,New confirmed cases by infection date,Likely decreasing,0.79
Estonia,6597 (4520 -- 9874),6597,6817,1706,4520,5658,6214,6975,7724,9874,New confirmed cases by infection date,Increasing,0.039
Ireland,6551 (4030 -- 11416),6551,7019,2594,4030,5436,6136,7079,8043,11416,New confirmed cases by infection date,Likely decreasing,0.6
Czechia,6229 (4221 -- 10185),6229,6585,1944,4221,5265,5833,6644,7493,10185,New confirmed cases by infection date,Increasing,0.033
Denmark,4208 (2588 -- 7247),4208,4440,1403,2588,3454,3914,4522,5136,7247,New confirmed cases by infection date,Likely increasing,0.062
Hungary,3593 (1986 -- 6724),3593,3877,1678,1986,2850,3315,3893,4514,6724,New confirmed cases by infection date,Likely increasing,0.22
Switzerland,3559 (680 -- 11297),3559,4472,3870,680,2015,2915,4295,5825,11297,New confirmed cases by infection date,Likely decreasing,0.8
Slovenia,3479 (1961 -- 5426),3479,3583,1086,1961,2842,3249,3742,4220,5426,New confirmed cases by infection date,Likely decreasing,0.73
Portugal,3466 (2291 -- 5428),3466,3611,976,2291,2933,3261,3708,4123,5428,New confirmed cases by infection date,Likely increasing,0.15
Sweden,3192 (1892 -- 5634),3192,3426,1239,1892,2579,2951,3478,4011,5634,New confirmed cases by infection date,Stable,0.4
Finland,2220 (1025 -- 5386),2220,2599,1706,1025,1675,1989,2486,3056,5386,New confirmed cases by infection date,Likely decreasing,0.64
Norway,1419 (609 -- 3015),1419,1576,781,609,1029,1271,1594,1973,3015,New confirmed cases by infection date,Likely decreasing,0.77
Luxembourg,566 (304 -- 1070),566,612,249,304,443,517,617,727,1070,New confirmed cases by infection date,Likely increasing,0.26
Cyprus,302 (186 -- 528),302,323,118,186,247,279,326,371,528,New confirmed cases by infection date,Decreasing,0.96
Iceland,162 (68 -- 528),162,218,196,68,111,138,191,257,528,New confirmed cases by infection date,Stable,0.47
Malta,116 (37 -- 308),116,137,94,37,73,98,135,173,308,New confirmed cases by infection date,Stable,0.4
Liechtenstein,87 (17 -- 792),87,202,358,17,42,66,120,201,792,New confirmed cases by infection date,Likely increasing,0.15
Liechtenstein,1.6 (0.81 -- 4.6),1.6,2,1.3,0.81,1.2,1.4,1.9,2.4,4.6,Effective reproduction no.,Likely increasing,0.15
