Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,1163 (319 -- 5029),Increasing,1.2 (1 -- 1.6),0.28 (0.008 -- 0.65),2.5 (1.1 -- 86)
Croatia,440 (186 -- 1185),Likely increasing,1.1 (0.88 -- 1.2),0.063 (-0.16 -- 0.29),11 (2.4 -- -4.3)
Czechia,1339 (462 -- 3874),Increasing,1.2 (1 -- 1.5),0.25 (0.035 -- 0.53),2.8 (1.3 -- 20)
Denmark,485 (184 -- 1594),Stable,1 (0.84 -- 1.3),0.031 (-0.22 -- 0.32),22 (2.2 -- -3.1)
Estonia,54 (18 -- 175),Likely increasing,1.1 (0.86 -- 1.5),0.11 (-0.19 -- 0.54),6.4 (1.3 -- -3.6)
Finland,400 (177 -- 837),Stable,1 (0.81 -- 1.3),0.013 (-0.26 -- 0.3),51 (2.3 -- -2.7)
Greece,1335 (706 -- 2905),Likely increasing,1 (0.89 -- 1.1),0.029 (-0.15 -- 0.16),24 (4.4 -- -4.8)
Hungary,132 (41 -- 482),Likely increasing,1.1 (0.91 -- 1.5),0.13 (-0.12 -- 0.51),5.5 (1.3 -- -5.6)
Ireland,82 (22 -- 324),Likely decreasing,0.86 (0.6 -- 1.1),-0.19 (-0.62 -- 0.097),-3.7 (7.2 -- -1.1)
Italy,1679 (510 -- 6173),Likely decreasing,0.87 (0.61 -- 1.1),-0.17 (-0.6 -- 0.09),-4.1 (7.7 -- -1.2)
Latvia,248 (87 -- 906),Increasing,1.3 (1 -- 1.6),0.3 (0.021 -- 0.67),2.3 (1 -- 33)
Lithuania,74 (20 -- 327),Likely increasing,1.1 (0.93 -- 1.5),0.17 (-0.098 -- 0.58),4.1 (1.2 -- -7.1)
Malta,7 (1 -- 40),Likely decreasing,0.91 (0.66 -- 1.2),-0.12 (-0.51 -- 0.24),-5.9 (2.9 -- -1.3)
Poland,468 (159 -- 1492),Increasing,1.4 (1.1 -- 1.9),0.45 (0.14 -- 0.83),1.6 (0.84 -- 5)
Portugal,287 (153 -- 656),Decreasing,0.8 (0.67 -- 0.96),-0.27 (-0.5 -- -0.049),-2.5 (-14 -- -1.4)
Romania,485 (178 -- 1447),Stable,1 (0.82 -- 1.2),0.011 (-0.24 -- 0.22),61 (3.1 -- -2.9)
Slovakia,26 (7 -- 89),Stable,0.99 (0.73 -- 1.3),-0.017 (-0.38 -- 0.34),-42 (2 -- -1.8)
Slovenia,341 (164 -- 1280),Likely decreasing,0.95 (0.91 -- 1.3),-0.069 (-0.12 -- 0.33),-10 (2.1 -- -6)
Sweden,1223 (404 -- 4445),Likely increasing,1.1 (0.83 -- 1.3),0.064 (-0.23 -- 0.36),11 (1.9 -- -3)
