Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,3324 (1995 -- 6254),Likely decreasing,0.91 (0.8 -- 1),-0.12 (-0.27 -- 0.014),-5.6 (50 -- -2.5)
Czechia,365 (196 -- 759),Decreasing,0.67 (0.55 -- 0.81),-0.49 (-0.72 -- -0.27),-1.4 (-2.6 -- -0.96)
Denmark,1396 (809 -- 2667),Decreasing,0.74 (0.64 -- 0.87),-0.38 (-0.56 -- -0.18),-1.8 (-3.8 -- -1.2)
Estonia,364 (198 -- 750),Decreasing,0.8 (0.68 -- 0.92),-0.28 (-0.48 -- -0.1),-2.5 (-6.7 -- -1.4)
Germany,8390 (5140 -- 15579),Decreasing,0.76 (0.68 -- 0.84),-0.34 (-0.47 -- -0.21),-2 (-3.2 -- -1.5)
Greece,7351 (4344 -- 13998),Decreasing,0.88 (0.77 -- 0.98),-0.16 (-0.32 -- -0.029),-4.3 (-24 -- -2.2)
Hungary,561 (238 -- 1469),Likely decreasing,0.89 (0.69 -- 1.1),-0.14 (-0.46 -- 0.091),-4.8 (7.6 -- -1.5)
Iceland,50 (20 -- 126),Stable,0.97 (0.77 -- 1.2),-0.033 (-0.32 -- 0.26),-21 (2.7 -- -2.2)
Ireland,2216 (1230 -- 4171),Decreasing,0.85 (0.73 -- 0.96),-0.2 (-0.39 -- -0.05),-3.5 (-14 -- -1.8)
Italy,9881 (5830 -- 19073),Decreasing,0.84 (0.71 -- 0.97),-0.22 (-0.42 -- -0.044),-3.1 (-16 -- -1.6)
Latvia,942 (536 -- 1869),Likely decreasing,0.91 (0.8 -- 1.1),-0.12 (-0.27 -- 0.083),-5.9 (8.3 -- -2.5)
Malta,322 (152 -- 816),Likely increasing,1.1 (0.92 -- 1.3),0.086 (-0.1 -- 0.37),8.1 (1.9 -- -6.6)
Netherlands,2643 (744 -- 10443),Likely decreasing,0.92 (0.7 -- 1.2),-0.1 (-0.44 -- 0.21),-6.9 (3.3 -- -1.6)
Slovakia,232 (124 -- 468),Decreasing,0.72 (0.6 -- 0.83),-0.41 (-0.62 -- -0.23),-1.7 (-3 -- -1.1)
Spain,33285 (19385 -- 66675),Decreasing,0.91 (0.84 -- 1),-0.11 (-0.22 -- -0.00093),-6 (-750 -- -3.1)
