Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,33 (9 -- 127),Likely decreasing,0.87 (0.67 -- 1.1),-0.18 (-0.49 -- 0.12),-3.9 (5.8 -- -1.4)
Croatia,83 (29 -- 258),Likely increasing,1.1 (0.9 -- 1.4),0.09 (-0.14 -- 0.46),7.7 (1.5 -- -5)
Czechia,46 (12 -- 218),Increasing,1.3 (1 -- 1.9),0.36 (0.023 -- 0.86),1.9 (0.81 -- 31)
Denmark,85 (31 -- 297),Stable,1 (0.83 -- 1.3),0.012 (-0.24 -- 0.31),56 (2.3 -- -2.8)
Estonia,3 (0 -- 25),Likely decreasing,0.84 (0.51 -- 1.1),-0.22 (-0.8 -- 0.16),-3.1 (4.2 -- -0.87)
Finland,148 (64 -- 362),Likely decreasing,0.92 (0.74 -- 1.1),-0.11 (-0.37 -- 0.12),-6.4 (5.9 -- -1.9)
Greece,988 (488 -- 2002),Likely increasing,1.1 (1 -- 1.3),0.15 (-0.0034 -- 0.36),4.5 (1.9 -- -210)
Hungary,13 (2 -- 63),Stable,0.99 (0.7 -- 1.4),-0.0079 (-0.44 -- 0.45),-88 (1.6 -- -1.6)
Ireland,106 (39 -- 333),Stable,0.98 (0.76 -- 1.2),-0.025 (-0.33 -- 0.22),-28 (3.2 -- -2.1)
Italy,1035 (450 -- 2550),Stable,1 (0.88 -- 1.2),0.012 (-0.17 -- 0.25),59 (2.8 -- -4.2)
Latvia,12 (2 -- 62),Likely decreasing,0.92 (0.6 -- 1.2),-0.11 (-0.62 -- 0.24),-6.5 (2.9 -- -1.1)
Lithuania,35 (7 -- 217),Increasing,1.6 (1.1 -- 2.7),0.63 (0.14 -- 1.3),1.1 (0.52 -- 4.8)
Malta,22 (5 -- 88),Likely decreasing,0.94 (0.7 -- 1.1),-0.079 (-0.45 -- 0.18),-8.8 (3.9 -- -1.5)
Poland,21 (5 -- 75),Likely decreasing,0.96 (0.75 -- 1.2),-0.054 (-0.35 -- 0.19),-13 (3.7 -- -2)
Portugal,1488 (695 -- 4215),Increasing,1.2 (1 -- 1.4),0.18 (0.034 -- 0.41),3.8 (1.7 -- 20)
Romania,58 (20 -- 182),Likely decreasing,0.97 (0.8 -- 1.2),-0.034 (-0.28 -- 0.2),-21 (3.5 -- -2.5)
Slovenia,13 (2 -- 49),Likely decreasing,0.86 (0.59 -- 1.1),-0.19 (-0.64 -- 0.092),-3.7 (7.6 -- -1.1)
Sweden,160 (56 -- 535),Likely decreasing,0.92 (0.73 -- 1.1),-0.11 (-0.4 -- 0.15),-6.5 (4.8 -- -1.7)
