Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,1864 (836 -- 6412),Likely decreasing,0.83 (0.61 -- 1.1),-0.23 (-0.6 -- 0.13),-3 (5.2 -- -1.1)
Czechia,108 (40 -- 354),Decreasing,0.77 (0.57 -- 0.96),-0.33 (-0.69 -- -0.054),-2.1 (-13 -- -1)
Denmark,2029 (947 -- 4682),Stable,0.98 (0.78 -- 1.2),-0.029 (-0.31 -- 0.26),-24 (2.7 -- -2.2)
Estonia,103 (44 -- 257),Decreasing,0.83 (0.67 -- 1),-0.24 (-0.49 -- 0.0033),-2.9 (210 -- -1.4)
Germany,7757 (3477 -- 22081),Likely decreasing,0.85 (0.65 -- 1.1),-0.21 (-0.52 -- 0.12),-3.4 (5.9 -- -1.3)
Greece,3321 (1761 -- 6823),Likely decreasing,0.96 (0.82 -- 1.3),-0.051 (-0.25 -- 0.36),-14 (1.9 -- -2.8)
Ireland,1374 (795 -- 2513),Likely decreasing,0.95 (0.84 -- 1.1),-0.072 (-0.21 -- 0.16),-9.6 (4.4 -- -3.2)
Italy,2000 (1244 -- 3372),Decreasing,0.78 (0.69 -- 0.86),-0.31 (-0.46 -- -0.19),-2.2 (-3.7 -- -1.5)
Latvia,202 (95 -- 489),Decreasing,0.81 (0.66 -- 0.98),-0.26 (-0.52 -- -0.022),-2.6 (-32 -- -1.3)
Malta,759 (306 -- 1962),Likely increasing,1 (0.89 -- 1.2),0.06 (-0.14 -- 0.28),11 (2.5 -- -5)
Netherlands,2441 (783 -- 10828),Stable,1 (0.82 -- 1.3),0.024 (-0.25 -- 0.37),29 (1.9 -- -2.8)
Spain,30377 (15279 -- 66549),Stable,0.98 (0.81 -- 1.2),-0.024 (-0.27 -- 0.24),-29 (2.9 -- -2.6)
