region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
United Kingdom,215398 (93988 -- 532329),215398,253631,154490,93988,153047,186145,244503,310825,532329,New confirmed cases by infection date,Likely increasing,0.19
Romania,49001 (36052 -- 66932),49001,49846,9360,36052,43568,46883,51286,55242,66932,New confirmed cases by infection date,Increasing,0.00033
Germany,45652 (18060 -- 104694),45652,51647,29702,18060,32143,39972,52286,63761,104694,New confirmed cases by infection date,Likely decreasing,0.61
France,24333 (3882 -- 133318),24333,47520,117736,3882,12226,18565,32988,51062,133318,New confirmed cases by infection date,Likely decreasing,0.68
Italy,15298 (10057 -- 23539),15298,15772,4150,10057,12878,14354,16221,18027,23539,New confirmed cases by infection date,Likely decreasing,0.78
Switzerland,14006 (2462 -- 44089),14006,17951,20025,2462,7893,11369,16794,22367,44089,New confirmed cases by infection date,Likely increasing,0.39
Spain,10350 (4841 -- 23372),10350,11780,6149,4841,7829,9326,11578,14143,23372,New confirmed cases by infection date,Likely decreasing,0.82
Greece,9875 (3921 -- 22056),9875,11063,6020,3921,6945,8586,11226,13972,22056,New confirmed cases by infection date,Likely decreasing,0.73
Bulgaria,9473 (5559 -- 16898),9473,10131,3732,5559,7605,8768,10242,11761,16898,New confirmed cases by infection date,Likely increasing,0.23
Belgium,8985 (2909 -- 26661),8985,11798,14235,2909,6112,7845,10319,13348,26661,New confirmed cases by infection date,Stable,0.48
Croatia,8352 (6265 -- 11405),8352,8496,1598,6265,7375,7980,8747,9376,11405,New confirmed cases by infection date,Increasing,0.0097
Slovenia,8165 (5450 -- 12133),8165,8406,2098,5450,6933,7682,8724,9547,12133,New confirmed cases by infection date,Increasing,0.04
Lithuania,7575 (4424 -- 12638),7575,7950,2661,4424,6102,7002,8244,9317,12638,New confirmed cases by infection date,Likely increasing,0.14
Netherlands,7375 (856 -- 54018),7375,14941,23672,856,3271,5606,10028,16595,54018,New confirmed cases by infection date,Likely decreasing,0.61
Austria,6674 (2726 -- 15043),6674,7486,4005,2726,4699,5905,7563,9270,15043,New confirmed cases by infection date,Likely decreasing,0.78
Ireland,6640 (2822 -- 15229),6640,7606,4622,2822,4798,5947,7522,9187,15229,New confirmed cases by infection date,Stable,0.59
Slovakia,5904 (3061 -- 12578),5904,6597,3212,3061,4491,5306,6531,7799,12578,New confirmed cases by infection date,Increasing,0.015
Poland,4413 (3198 -- 6120),4413,4501,912,3198,3858,4197,4637,5028,6120,New confirmed cases by infection date,Increasing,0.032
Portugal,3818 (2425 -- 6322),3818,4030,1238,2425,3158,3557,4108,4652,6322,New confirmed cases by infection date,Likely decreasing,0.75
Sweden,3639 (1888 -- 6050),3639,3749,1293,1888,2873,3353,3931,4449,6050,New confirmed cases by infection date,Likely decreasing,0.82
Latvia,3294 (2067 -- 5137),3294,3402,965,2067,2746,3078,3521,3955,5137,New confirmed cases by infection date,Likely increasing,0.15
Czechia,3056 (1465 -- 5260),3056,3165,1177,1465,2376,2783,3322,3796,5260,New confirmed cases by infection date,Likely increasing,0.25
Hungary,2947 (1690 -- 4983),2947,3111,1109,1690,2381,2727,3202,3623,4983,New confirmed cases by infection date,Increasing,0.041
Estonia,2239 (1308 -- 3705),2239,2342,751,1308,1818,2066,2421,2765,3705,New confirmed cases by infection date,Stable,0.42
Finland,1904 (906 -- 3957),1904,2114,1117,906,1427,1710,2124,2538,3957,New confirmed cases by infection date,Likely decreasing,0.7
Norway,1703 (718 -- 4200),1703,1997,1278,718,1211,1498,1941,2416,4200,New confirmed cases by infection date,Likely decreasing,0.94
Denmark,1145 (480 -- 2840),1145,1348,831,480,806,1015,1317,1655,2840,New confirmed cases by infection date,Likely decreasing,0.75
Luxembourg,386 (183 -- 820),386,433,212,183,293,345,434,530,820,New confirmed cases by infection date,Likely decreasing,0.61
Iceland,47 (3 -- 492),47,132,306,3,18,33,68,128,492,New confirmed cases by infection date,Likely decreasing,0.75
Malta,42 (5 -- 254),42,75,106,5,19,30,56,89,254,New confirmed cases by infection date,Likely decreasing,0.82
Liechtenstein,11 (1 -- 41),11,15,15,1,5,8,13,19,41,New confirmed cases by infection date,Likely decreasing,0.88
Cyprus,8 (0 -- 126),8,28,55,0,2,4,12,28,126,New confirmed cases by infection date,Decreasing,1
Romania,1.8 (1.5 -- 2.1),1.8,1.8,0.2,1.5,1.7,1.7,1.8,1.9,2.1,Effective reproduction no.,Increasing,0.00033
Slovakia,1.5 (1.2 -- 2),1.5,1.5,0.27,1.2,1.3,1.4,1.5,1.7,2,Effective reproduction no.,Increasing,0.015
United Kingdom,1.4 (0.73 -- 2.9),1.4,1.6,0.73,0.73,1.1,1.3,1.6,1.9,2.9,Effective reproduction no.,Likely increasing,0.19
Hungary,1.3 (1 -- 1.6),1.3,1.3,0.18,1,1.2,1.3,1.3,1.4,1.6,Effective reproduction no.,Increasing,0.041
Croatia,1.2 (1.1 -- 1.4),1.2,1.2,0.091,1.1,1.2,1.2,1.2,1.3,1.4,Effective reproduction no.,Increasing,0.0097
Czechia,1.2 (0.74 -- 1.5),1.2,1.1,0.24,0.74,1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.25
Latvia,1.2 (0.9 -- 1.4),1.2,1.2,0.18,0.9,1.1,1.1,1.2,1.3,1.4,Effective reproduction no.,Likely increasing,0.15
Lithuania,1.2 (0.9 -- 1.7),1.2,1.2,0.23,0.9,1.1,1.2,1.3,1.4,1.7,Effective reproduction no.,Likely increasing,0.14
Poland,1.2 (1 -- 1.4),1.2,1.2,0.13,1,1.1,1.2,1.3,1.3,1.4,Effective reproduction no.,Increasing,0.032
Slovenia,1.2 (1 -- 1.4),1.2,1.2,0.12,1,1.1,1.2,1.2,1.3,1.4,Effective reproduction no.,Increasing,0.04
Bulgaria,1.1 (0.85 -- 1.6),1.1,1.2,0.23,0.85,1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.23
Switzerland,1.1 (0.54 -- 1.4),1.1,1,0.31,0.54,0.89,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.39
