Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,569 (179 -- 2037),Likely increasing,1.1 (0.92 -- 1.4),0.16 (-0.11 -- 0.48),4.3 (1.5 -- -6.4)
Belgium,78182 (23489 -- 242933),Likely increasing,1.1 (0.84 -- 1.4),0.15 (-0.22 -- 0.41),4.5 (1.7 -- -3.2)
Bulgaria,5068 (2047 -- 12408),Increasing,1.6 (1.3 -- 2.1),0.64 (0.29 -- 1),1.1 (0.69 -- 2.4)
Czechia,18680 (8447 -- 43042),Increasing,1.3 (1.1 -- 1.5),0.33 (0.17 -- 0.53),2.1 (1.3 -- 4.1)
Denmark,3431 (1350 -- 9524),Likely increasing,1.1 (0.85 -- 1.4),0.074 (-0.2 -- 0.46),9.4 (1.5 -- -3.4)
Greece,330025 (143689 -- 726817),Likely increasing,1.1 (0.99 -- 1.3),0.13 (-0.017 -- 0.31),5.2 (2.3 -- -42)
Hungary,1896 (610 -- 5735),Increasing,1.4 (1.1 -- 1.8),0.41 (0.1 -- 0.75),1.7 (0.92 -- 6.6)
Iceland,1829 (604 -- 5820),Likely increasing,1.1 (0.88 -- 1.3),0.12 (-0.17 -- 0.37),6 (1.9 -- -4.2)
Ireland,29951 (11743 -- 80024),Stable,1 (0.82 -- 1.2),0.027 (-0.24 -- 0.21),26 (3.3 -- -2.9)
Liechtenstein,40 (14 -- 125),Likely increasing,1 (0.82 -- 1.4),0.057 (-0.24 -- 0.44),12 (1.6 -- -2.8)
Lithuania,23103 (11487 -- 51561),Increasing,1.5 (1.3 -- 1.7),0.52 (0.3 -- 0.72),1.3 (0.96 -- 2.3)
Luxembourg,12289 (3350 -- 52051),Likely increasing,1.1 (0.85 -- 1.3),0.11 (-0.21 -- 0.39),6.1 (1.8 -- -3.4)
Malta,7449 (2155 -- 33395),Likely increasing,1.1 (0.82 -- 1.4),0.11 (-0.24 -- 0.42),6.5 (1.6 -- -2.8)
Poland,129932 (52882 -- 301560),Increasing,1.5 (1.3 -- 1.7),0.51 (0.34 -- 0.71),1.4 (0.97 -- 2)
Portugal,55372 (21036 -- 168163),Stable,0.99 (0.7 -- 1.2),-0.018 (-0.46 -- 0.2),-38 (3.4 -- -1.5)
Romania,239358 (110543 -- 545299),Increasing,1.7 (1.6 -- 2),0.74 (0.58 -- 0.91),0.94 (0.76 -- 1.2)
Slovenia,4341 (2014 -- 10124),Increasing,1.3 (1.1 -- 1.6),0.36 (0.16 -- 0.58),1.9 (1.2 -- 4.3)
Sweden,22380 (10734 -- 52264),Increasing,1.3 (1.1 -- 1.5),0.29 (0.13 -- 0.5),2.4 (1.4 -- 5.5)
